player_name,school,conference,position,height,height_inches,weight,class,season_year,games,minutes,minutes_pct,ppg,rpg,apg,usage_rate,ts_pct,three_pt_pct,three_pt_attempt_rate,ft_pct,off_rebound_rate,def_rebound_rate,assist_rate,turnover_rate,steal_rate,block_rate,offensive_rating,defensive_rating,bpm,vorp,previous_bpm,conf_strength,conf_strength_from,conf_strength_to,conf_upgrade,future_bpm,future_impact_score,transfer_success,transferred,school_destination,data_year,public_transfer_rank
Isaiah Rogers,Oregon,A-10,W,6-5,77,231,R-JR,2021,30,426.6145823247806,35.551215193731714,8.2,4.4,2.2,21.0,0.459,0.279,0.407,0.77,10.0,14.3,18.3,9.6,2.74,0.38,118.8,92.2,-2.94,-0.63,-2.94,0.86,0.86,0.72,-0.14,-4.18,24.9,0,1,Connecticut,2021,2347
Damian Carter,North Carolina,Big 12,F,6-9,81,210,JR,2023,30,134.91859989854004,11.243216658211669,12.1,4.4,1.6,20.1,0.533,0.378,0.214,0.717,9.6,15.1,13.0,8.8,2.62,2.72,102.5,90.0,-2.46,-0.17,-2.46,0.98,0.98,0.96,-0.02,-4.18,24.9,0,1,Texas,2023,2348
Patrick Stewart,Creighton,MAC,C,6-10,82,203,JR,2023,30,280.48215259859126,23.37351271654927,1.3,4.4,1.3,16.2,0.423,0.36,0.056,0.625,9.7,14.7,11.2,9.7,2.1,6.12,104.8,91.4,-2.99,-0.42,-2.99,0.76,0.76,0.86,0.1,-4.18,24.9,0,1,Kansas,2023,2349
Isaiah Edwards,Oregon,ACC,SF,6-7,79,189,FR,2024,34,316.91544803036084,23.30260647282065,12.1,4.0,2.3,18.7,0.523,0.297,0.475,0.777,7.4,14.7,19.4,12.8,1.5,1.89,111.6,96.9,-0.67,-0.11,-0.67,0.94,0.94,0.94,0.0,-4.19,24.9,0,1,St. Bonaventure,2024,2350
Zion Campbell,Michigan State,Big 12,PG,6-0,72,192,JR,2022,26,239.8597277456562,23.063435360159247,5.1,1.4,2.8,31.0,0.565,0.237,0.447,0.898,1.6,6.1,23.7,22.1,2.86,1.14,104.9,106.0,-1.3,-0.16,-1.3,0.98,0.98,0.93,-0.05,-4.19,24.9,0,1,TCU,2022,2351
Nathan Hall,James Madison,Big 12,C,6-10,82,185,FR,2023,23,478.9470888332065,52.05946617752245,1.0,5.9,0.7,26.6,0.428,0.309,0.436,0.801,12.2,20.3,5.6,8.5,0.2,3.19,108.5,97.5,-1.47,-0.35,-1.47,0.98,0.98,1.0,0.02,-4.19,24.9,0,1,Penn State,2023,2352
Jaylen Thompson,Davidson,CUSA,PF,6-8,80,220,R-FR,2021,26,155.63998840250667,14.965383500241028,7.7,4.7,1.4,14.9,0.427,0.38,0.16,0.87,8.2,17.8,11.6,4.0,2.4,4.38,120.4,104.8,-4.6,-0.36,-4.6,0.74,0.74,1.0,0.26,-4.19,24.9,0,1,Louisville,2021,2353
Tyrese Roberts,SMU,OVC,SG,6-3,75,205,FR,2020,30,729.7200519249317,60.81000432707764,1.7,2.7,1.7,17.9,0.553,0.322,0.528,0.881,4.7,10.4,14.2,14.8,1.45,0.1,102.0,99.5,-1.79,-0.65,-1.79,0.69,0.69,0.77,0.08,-4.19,24.8,0,1,Wake Forest,2020,2354
Zach Cook,Houston,CAA,PF,6-6,78,189,SR,2021,36,325.6355709306186,22.613581314626295,4.8,4.8,1.2,21.2,0.493,0.281,0.268,0.655,3.4,23.3,10.4,15.4,3.33,2.54,112.1,94.5,-5.21,-0.85,-5.21,0.77,0.77,0.82,0.05,-4.19,24.9,0,1,UNLV,2021,2355
Jaylen Hall,Gonzaga,Big 12,SF,6-6,78,200,SO,2024,36,441.2064649850004,30.639337846180588,6.2,2.4,0.7,17.6,0.488,0.42,0.324,0.765,1.8,11.3,5.7,9.8,3.04,1.45,107.2,93.6,-2.56,-0.56,-2.56,0.98,0.98,0.69,-0.29,-4.19,24.8,0,1,Wake Forest,2024,2356
Luka Campbell,Michigan State,Sun Belt,PG,6-5,77,178,FR,2024,33,971.9914186427484,73.63571353354155,5.1,2.0,0.6,17.6,0.404,0.293,0.698,0.616,0.2,11.1,5.0,16.3,3.01,1.12,119.6,101.6,-5.35,-2.6,-5.35,0.72,0.72,1.0,0.28,-4.19,24.8,0,1,Miami,2024,2357
Evan Thompson,Iowa State,MAAC,W,6-4,76,200,R-FR,2024,22,180.72008544476066,20.53637334599553,5.2,3.8,0.4,21.4,0.453,0.353,0.147,0.656,3.5,17.8,3.5,21.7,2.78,0.1,103.9,101.7,-3.55,-0.32,-3.55,0.74,0.74,0.98,0.24,-4.2,24.8,0,1,USC,2024,2358
Grant Clark,Butler,WCC,W,6-6,78,210,R-JR,2020,28,440.0171331206561,39.287244028630006,1.0,3.6,1.0,20.5,0.504,0.376,0.062,0.668,7.2,13.0,8.4,5.0,3.9,1.31,122.2,103.5,-2.69,-0.59,-2.69,0.82,0.82,0.98,0.16,-4.2,24.8,0,1,Georgetown,2020,2359
Victor Thompson,George Mason,Big Ten,PF,6-10,82,175,R-JR,2023,31,352.6147636662072,28.436674489210255,7.6,4.6,0.7,26.8,0.527,0.322,0.394,0.623,7.8,18.0,5.6,8.5,2.58,6.16,111.5,104.4,-2.39,-0.42,-2.39,1.0,1.0,0.72,-0.28,-4.2,24.8,0,1,Baylor,2023,2360
Nathan King,Stanford,MVC,F,6-8,80,185,SO,2021,30,316.77319958799,26.3977666323325,10.2,3.0,1.7,13.5,0.599,0.189,0.048,0.562,3.4,13.1,13.9,10.9,2.23,0.54,117.0,110.1,-2.4,-0.38,-2.4,0.79,0.79,0.76,-0.03,-4.2,24.8,0,1,Saint Mary's,2021,2361
Ryan Adams,Iowa,Horizon,G,6-5,77,186,R-FR,2022,30,629.1533390890031,52.42944492408359,6.9,1.4,0.6,18.2,0.499,0.171,0.321,0.712,1.6,6.4,5.0,11.0,1.1,0.78,85.7,98.0,-2.64,-0.83,-2.64,0.71,0.71,0.72,0.01,-4.2,24.8,0,1,Nebraska,2022,2362
Nathan Clark,Oklahoma,MAC,SG,6-5,77,192,R-FR,2020,31,428.96408251458774,34.59387762214417,9.9,2.3,1.7,22.7,0.407,0.23,0.374,0.605,2.8,10.0,14.3,11.4,0.88,1.46,104.9,101.0,-3.52,-0.75,-3.52,0.76,0.76,0.72,-0.04,-4.21,24.7,0,1,Indiana,2020,2363
Will Brown,Clemson,WCC,C,6-10,82,200,R-FR,2023,25,168.76079707237335,16.876079707237334,5.8,6.4,1.3,12.6,0.531,0.268,0.467,0.865,11.6,23.9,11.0,10.5,3.84,2.13,118.4,95.7,-1.64,-0.14,-1.64,0.82,0.82,0.7,-0.12,-4.21,24.7,0,1,DePaul,2023,2364
Uriah Lopez,Villanova,ACC,SF,6-6,78,201,R-JR,2024,26,83.2,8.0,7.7,4.5,1.9,25.9,0.511,0.37,0.468,0.62,7.7,17.6,16.0,15.7,0.94,2.55,124.5,100.2,-1.26,-0.05,-1.26,0.94,0.94,0.83,-0.11,-4.21,24.7,0,1,Alabama,2024,2365
Kofi Rodriguez,Belmont,Big Ten,F,6-6,78,188,FR,2021,27,235.58261461521508,21.813205056964357,5.4,4.2,1.0,15.7,0.554,0.222,0.248,0.629,6.2,17.3,8.1,8.0,2.9,2.62,107.5,111.2,-2.45,-0.29,-2.45,1.0,1.0,0.76,-0.24,-4.22,24.7,0,1,Mississippi State,2021,2366
Darius Brown,Ohio State,CUSA,C,6-11,83,185,JR,2022,24,443.0165008798053,46.147552174979715,8.9,5.1,1.0,21.1,0.522,0.346,0.179,0.569,8.4,19.7,8.5,9.6,0.88,7.3,116.2,99.2,-2.63,-0.58,-2.63,0.74,0.74,0.98,0.24,-4.22,24.7,0,1,Indiana,2022,2367
Marcus Roberts,Mississippi State,Sun Belt,F,6-6,78,205,SO,2020,23,371.1589615704871,40.34336538809642,9.4,3.8,1.4,20.8,0.501,0.188,0.255,0.604,2.6,18.3,11.4,15.1,2.66,0.82,124.8,99.5,-3.14,-0.58,-3.14,0.72,0.72,0.71,-0.01,-4.23,24.6,0,1,USC,2020,2368
Todd King,Duquesne,Big 12,SF,6-7,79,194,JR,2023,29,92.8,8.0,5.4,2.0,1.5,23.2,0.467,0.324,0.343,0.705,2.7,8.7,12.7,9.4,2.91,1.19,97.7,94.7,-1.46,-0.07,-1.46,0.98,0.98,0.96,-0.02,-4.23,24.6,0,1,Boise State,2023,2369
Zion Garcia,LSU,CAA,PF,6-8,80,215,SO,2023,34,398.4351133430246,29.296699510516518,16.7,5.4,0.4,25.3,0.578,0.201,0.182,0.81,9.5,20.8,3.4,18.7,1.41,0.3,108.8,84.2,-2.08,-0.41,-2.08,0.77,0.77,0.96,0.19,-4.23,24.6,0,1,Boston College,2023,2370
Kofi Lewis,Duke,SEC,PG,6-1,73,213,R-FR,2022,30,149.5087079472952,12.459058995607933,3.7,1.9,2.9,21.5,0.411,0.372,0.212,0.641,1.1,9.5,24.0,22.0,2.04,0.1,99.3,90.0,-4.04,-0.3,-4.04,0.96,0.96,0.83,-0.13,-4.24,24.6,0,1,Illinois,2022,2371
Nick Hill,Saint Louis,CUSA,W,6-10,82,207,R-JR,2021,31,429.02005114615343,34.598391221463984,4.8,1.9,2.4,21.0,0.472,0.364,0.305,0.5,3.6,6.8,19.9,10.2,1.2,0.85,116.1,104.3,-3.13,-0.67,-3.13,0.74,0.74,0.83,0.09,-4.24,24.5,0,1,Seton Hall,2021,2372
Jalen King,Wake Forest,CAA,W,6-7,79,185,JR,2023,37,208.19904201167904,14.067502838626963,6.3,2.3,1.3,13.6,0.536,0.272,0.053,0.769,4.2,8.6,10.8,12.8,2.78,0.1,102.2,101.7,-2.7,-0.28,-2.7,0.77,0.77,1.0,0.23,-4.24,24.6,0,1,Davidson,2023,2373
Xavier Harris,Kansas,CUSA,W,6-6,78,228,SO,2022,26,83.2,8.0,3.0,3.5,2.3,15.9,0.547,0.228,0.361,0.769,6.1,13.6,18.8,20.3,0.2,0.18,112.3,100.7,-3.88,-0.16,-3.88,0.74,0.74,0.98,0.24,-4.24,24.5,0,1,Nebraska,2022,2374
Jaylen Wilson,Duke,Big Ten,C,6-11,83,219,SR,2020,33,535.0211549602752,40.53190567880873,6.6,6.3,0.7,16.7,0.526,0.316,0.035,0.595,11.3,23.5,6.0,7.9,1.32,4.99,101.2,105.7,-1.17,-0.31,-1.17,1.0,1.0,0.77,-0.23,-4.25,24.5,0,1,DePaul,2020,2375
Ben Rodriguez,Oklahoma,Ivy,PG,6-3,75,189,R-FR,2022,30,274.32951320896245,22.86079276741354,7.2,1.7,0.7,25.8,0.509,0.313,0.062,0.731,0.9,8.4,6.0,16.6,2.9,2.08,108.2,98.9,-2.77,-0.38,-2.77,0.71,0.71,0.86,0.15,-4.25,24.5,0,1,Cincinnati,2022,2376
Cade Baker,Providence,CAA,PG,6-2,74,226,JR,2023,27,372.57607975620067,34.49778516261118,11.7,1.7,3.4,23.0,0.539,0.395,0.21,0.72,2.0,7.7,28.1,22.9,3.6,1.93,109.9,97.4,-3.85,-0.72,-3.85,0.77,0.77,0.82,0.05,-4.25,24.5,0,1,Purdue,2023,2377
Nick Lee,LSU,Sun Belt,PF,6-6,78,214,JR,2024,25,642.268819716909,64.2268819716909,5.9,3.7,1.4,20.8,0.459,0.308,0.0,0.771,4.9,16.0,12.0,13.7,2.28,5.11,114.4,95.5,-0.92,-0.3,-0.92,0.72,0.72,0.96,0.24,-4.25,24.5,0,1,Penn State,2024,2378
Eric Robinson,UNLV,CAA,PG,6-1,73,185,R-FR,2022,19,405.4958722459396,53.354720032360476,3.9,1.6,2.0,22.5,0.498,0.308,0.647,0.847,1.3,7.5,16.8,17.0,1.97,2.45,102.8,83.2,-4.88,-0.99,-4.88,0.77,0.77,0.76,-0.01,-4.25,24.5,0,1,Seton Hall,2022,2379
Damian Stewart,Northwestern,Horizon,SG,6-2,74,184,R-FR,2022,37,592.677717146219,40.04579169906885,7.8,1.4,0.9,21.9,0.568,0.41,0.446,0.667,2.8,4.8,7.6,13.5,1.5,0.79,102.9,97.5,-2.74,-0.81,-2.74,0.71,0.71,0.74,0.03,-4.26,24.4,0,1,North Carolina,2022,2380
Ben Walker,Memphis,Horizon,C,6-7,79,186,R-JR,2024,31,583.4105027656337,47.04923409400272,6.4,4.6,1.1,10.3,0.553,0.322,0.198,0.643,14.9,10.7,8.9,16.1,2.36,0.3,122.6,88.9,-3.29,-0.96,-3.29,0.71,0.71,0.96,0.25,-4.26,24.4,0,1,Purdue,2024,2381
Wade Mitchell,Vanderbilt,AAC,PF,6-11,83,259,SR,2024,30,238.47948861417694,19.87329071784808,9.5,4.8,0.8,29.2,0.546,0.271,0.233,0.566,12.7,14.2,6.8,11.9,0.64,5.07,118.7,100.4,-2.89,-0.34,-2.89,0.83,0.83,0.83,0.0,-4.26,24.4,0,1,Florida,2024,2382
Chris Collins,James Madison,Sun Belt,PF,6-7,79,191,JR,2023,23,165.95032409885604,18.038078706397396,4.0,5.9,2.0,16.7,0.511,0.212,0.357,0.651,6.5,26.2,16.5,15.2,2.43,2.74,118.7,96.0,-3.29,-0.27,-3.29,0.72,0.72,0.96,0.24,-4.26,24.5,0,1,Stanford,2023,2383
Max Turner,Vanderbilt,Big East,PG,6-2,74,196,R-JR,2023,29,284.45110843805463,24.52164727914264,4.3,1.9,3.4,15.0,0.501,0.34,0.368,0.682,2.4,8.2,28.2,15.1,0.92,2.18,116.9,100.4,-3.37,-0.48,-3.37,0.93,0.93,0.7,-0.23,-4.26,24.4,0,1,George Mason,2023,2384
Jalen Edwards,Fordham,Horizon,C,6-10,82,234,R-JR,2020,30,112.10516259903292,9.342096883252744,7.3,6.6,0.6,32.5,0.423,0.39,0.527,0.755,13.9,22.5,5.0,10.7,2.62,7.38,108.4,102.5,-1.4,-0.08,-1.4,0.71,0.71,0.77,0.06,-4.27,24.4,0,1,Xavier,2020,2385
Grant Campbell,Tennessee Tech,AAC,PG,6-2,74,230,R-FR,2024,22,388.63566160988177,44.16314336475929,1.0,2.0,2.9,21.0,0.474,0.346,0.587,0.674,3.7,7.6,24.5,19.9,2.18,0.52,111.7,102.5,-1.37,-0.27,-1.37,0.83,0.83,0.71,-0.12,-4.27,24.4,0,1,North Carolina,2024,2386
Grant Brown,Tulsa,Ivy,SG,6-4,76,228,R-FR,2022,27,663.4379808247725,61.42944266896043,4.4,1.3,1.0,16.4,0.361,0.287,0.282,0.667,1.5,5.6,8.2,17.3,3.4,1.25,107.1,92.4,-3.99,-1.32,-3.99,0.71,0.71,0.72,0.01,-4.27,24.4,0,1,Seton Hall,2022,2387
Malik Clark,Vanderbilt,WAC,C,6-9,81,180,R-JR,2022,24,373.82735504596866,38.94034948395507,3.1,3.2,1.3,22.0,0.496,0.357,0.142,0.783,2.6,15.0,11.0,18.9,1.23,1.65,112.6,99.5,-2.63,-0.49,-2.63,0.7,0.7,0.74,0.04,-4.27,24.4,0,1,SMU,2022,2388
Cole Young,Iowa,Big 12,F,6-6,78,200,SO,2023,33,387.4204902446618,29.350037139747105,12.7,4.5,0.9,25.6,0.511,0.388,0.332,0.737,5.0,20.2,7.1,14.5,3.82,1.41,101.3,102.3,-0.72,-0.14,-0.72,0.98,0.98,0.94,-0.04,-4.28,24.3,0,1,Vanderbilt,2023,2389
Evan Clark,Cincinnati,Ivy,SF,6-5,77,188,SR,2020,24,187.40170649895896,19.521011093641555,4.4,2.2,0.9,18.8,0.439,0.267,0.579,0.72,4.7,7.7,7.6,11.9,3.83,2.65,114.9,86.1,-2.56,-0.24,-2.56,0.71,0.71,0.74,0.03,-4.28,24.3,0,1,Davidson,2020,2390
Uriah Hernandez,Davidson,SEC,SG,6-5,77,231,FR,2022,21,113.42637031863083,13.503139323646526,5.8,0.9,1.0,16.1,0.585,0.301,0.381,0.588,3.1,2.0,8.1,14.8,0.96,2.8,112.1,105.0,-0.82,-0.05,-0.82,0.96,0.96,0.98,0.02,-4.28,24.3,0,1,Oregon,2022,2391
Victor Allen,SMU,MAAC,PF,6-8,80,200,JR,2023,32,424.59116965693994,33.17118512944843,5.5,5.0,1.7,17.6,0.43,0.264,0.203,0.703,10.1,17.4,14.5,17.9,1.08,4.61,115.0,102.6,-2.49,-0.53,-2.49,0.74,0.74,0.69,-0.05,-4.29,24.2,0,1,UCLA,2023,2392
Jordan Evans,Florida,Big East,W,6-7,79,173,R-FR,2023,17,272.0183830348322,40.00270338747532,2.9,2.9,2.9,18.1,0.523,0.345,0.349,0.683,6.2,9.8,23.8,10.2,3.64,0.26,108.4,100.1,-2.77,-0.38,-2.77,0.93,0.93,0.93,0.0,-4.29,24.3,0,1,Air Force,2023,2393
Max Phillips,Georgetown,MVC,G,6-3,75,225,FR,2021,29,311.324045910648,26.83827981988345,5.4,1.6,2.6,24.8,0.525,0.338,0.422,0.867,0.2,8.8,21.7,18.6,2.86,0.74,106.5,103.7,-1.24,-0.19,-1.24,0.79,0.79,0.77,-0.02,-4.29,24.2,0,1,Indiana,2021,2394
Cole Scott,LSU,Horizon,SG,5-11,71,204,JR,2021,28,374.8069926480176,33.46491005785872,9.0,1.9,2.0,17.2,0.48,0.306,0.413,0.656,0.2,10.4,16.6,15.4,1.26,1.01,113.8,99.3,-3.28,-0.61,-3.28,0.71,0.71,0.74,0.03,-4.29,24.2,0,1,Cincinnati,2021,2395
Ben Lee,Michigan,A-10,SF,6-4,76,173,R-FR,2024,21,271.3548892127582,32.30415347770931,12.0,2.9,1.9,23.3,0.523,0.417,0.577,0.733,4.9,11.3,16.0,13.8,2.11,0.57,115.8,100.3,-2.44,-0.33,-2.44,0.86,0.86,0.74,-0.12,-4.3,24.2,0,1,Syracuse,2024,2396
Wade Morris,Boise State,MAC,G,6-2,74,207,R-FR,2022,20,223.03744935860118,27.879681169825144,1.0,2.3,1.3,17.4,0.405,0.385,0.421,0.667,4.2,8.4,11.0,24.5,1.16,0.44,106.4,101.0,-4.42,-0.49,-4.42,0.76,0.76,0.86,0.1,-4.3,24.2,0,1,Xavier,2022,2397
Zion Bailey,Providence,Ivy,F,6-6,78,231,R-FR,2020,30,345.1335368858711,28.76112807382259,5.3,4.8,0.8,15.8,0.489,0.357,0.234,0.744,13.8,12.7,6.8,12.6,1.64,2.28,108.3,93.2,-1.59,-0.28,-1.59,0.71,0.71,0.77,0.06,-4.31,24.1,0,1,SMU,2020,2398
Mike Bailey,SMU,ACC,W,6-6,78,211,R-JR,2020,20,165.38924056870098,20.673655071087623,8.7,2.6,2.9,20.7,0.577,0.423,0.471,0.66,1.1,13.2,24.5,17.4,2.07,2.34,117.4,105.9,-1.51,-0.13,-1.51,0.94,0.94,0.77,-0.17,-4.31,24.2,0,1,Texas,2020,2399
Darius Perez,Michigan,MAAC,SG,6-2,74,233,SO,2021,23,465.10584083892155,50.55498269988278,7.5,1.2,2.2,34.9,0.446,0.327,0.25,0.769,0.5,5.9,18.0,22.6,3.22,2.23,120.1,97.3,-4.47,-1.04,-4.47,0.74,0.74,0.71,-0.03,-4.31,24.1,0,1,USC,2021,2400
Victor Edwards,Cincinnati,Big Ten,SF,6-5,77,243,JR,2022,26,629.6188410986998,60.54027318256729,5.3,2.6,1.4,20.4,0.552,0.3,0.421,0.76,6.0,8.5,11.7,12.2,1.36,1.81,114.4,103.9,-2.39,-0.75,-2.39,1.0,1.0,0.7,-0.3,-4.31,24.2,0,1,Texas,2022,2401
Darius Adams,Arizona,Sun Belt,PF,6-8,80,194,JR,2021,28,493.42900504195063,44.05616116445988,3.9,4.4,0.9,23.7,0.416,0.341,0.175,0.534,11.7,12.9,7.6,10.0,0.76,4.52,109.9,99.8,-2.34,-0.58,-2.34,0.72,0.72,0.96,0.24,-4.32,24.1,0,1,Connecticut,2021,2402
Jaylen Cooper,Creighton,SEC,PF,6-7,79,205,R-JR,2024,31,365.2644098170129,29.456807243307495,6.8,5.3,1.5,11.2,0.533,0.235,0.201,0.768,4.6,24.9,12.6,8.6,2.2,6.76,120.2,90.0,-1.9,-0.35,-1.9,0.96,0.96,0.79,-0.17,-4.32,24.1,0,1,Georgia,2024,2403
Andrej Morgan,Seton Hall,A-10,PG,6-0,72,220,R-FR,2021,35,413.42808992975074,29.53057785212505,6.0,1.8,3.0,16.9,0.565,0.404,0.05,0.874,0.5,9.5,25.0,23.6,1.87,0.1,108.7,97.2,-4.86,-1.01,-4.86,0.86,0.86,0.98,0.12,-4.33,24.0,0,1,Alabama,2021,2404
Evan Murphy,Kentucky,Horizon,G,6-3,75,193,JR,2023,26,444.36114397004366,42.72703307404266,8.1,2.6,3.1,20.2,0.508,0.311,0.555,0.8,1.1,13.2,25.8,7.5,2.44,2.15,104.7,113.7,-2.58,-0.57,-2.58,0.71,0.71,0.86,0.15,-4.33,24.0,0,1,Butler,2023,2405
Ryan Cook,UCLA,A-10,F,6-10,82,189,JR,2020,30,96.0,8.0,6.1,6.1,1.0,16.7,0.52,0.298,0.204,0.605,9.7,24.0,8.1,9.0,2.02,2.35,100.6,102.0,-1.9,-0.09,-1.9,0.86,0.86,0.96,0.1,-4.34,24.0,0,1,Saint Mary's,2020,2406
Cole Lee,Saint Louis,MAAC,PF,6-8,80,223,FR,2020,34,552.5669833496879,40.62992524630059,6.3,6.7,1.4,11.4,0.537,0.296,0.112,0.715,15.3,21.9,11.3,11.8,2.61,2.69,115.2,97.9,-2.41,-0.67,-2.41,0.74,0.74,0.76,0.02,-4.34,24.0,0,1,Murray State,2020,2407
Blake Scott,Creighton,MAAC,F,6-8,80,226,FR,2021,32,637.5369038366176,49.80757061223575,7.6,5.8,0.6,15.9,0.477,0.27,0.0,0.613,10.8,21.2,4.8,14.4,2.65,3.01,114.1,105.4,-0.78,-0.25,-0.78,0.74,0.74,0.69,-0.05,-4.35,23.9,0,1,Notre Dame,2021,2408
Owen Baker,Northwestern,OVC,PG,6-4,76,244,R-FR,2021,29,719.0628131508173,61.98817354748425,5.5,1.9,1.6,24.4,0.46,0.357,0.282,0.601,2.9,7.8,13.3,17.6,2.05,1.44,113.1,88.7,-4.33,-1.56,-4.33,0.69,0.69,0.74,0.05,-4.35,23.9,0,1,Pittsburgh,2021,2409
Ben Wilson,Alabama,CUSA,C,6-11,83,219,R-FR,2021,27,303.53788507679127,28.105359729332527,4.8,4.6,0.7,19.1,0.56,0.323,0.001,0.586,8.9,16.8,5.8,12.4,2.41,2.73,107.0,100.3,-2.78,-0.42,-2.78,0.74,0.74,0.72,-0.02,-4.35,23.9,0,1,Michigan State,2021,2410
Flynn Murphy,Houston,Big Ten,W,6-10,82,183,R-JR,2022,37,530.7790078747404,35.863446478023,1.5,2.5,0.6,18.7,0.519,0.442,0.579,0.807,4.2,9.6,4.8,17.9,2.28,0.1,120.0,96.0,-1.82,-0.48,-1.82,1.0,1.0,0.7,-0.3,-4.35,23.9,0,1,Connecticut,2022,2411
Owen Anderson,Fordham,A-10,C,6-10,82,194,R-FR,2024,27,543.2450062244517,50.30046353930108,4.8,3.2,1.0,22.8,0.536,0.317,0.212,0.894,12.5,5.2,8.2,17.2,1.39,4.51,111.3,108.1,-3.15,-0.86,-3.15,0.86,0.86,0.69,-0.17,-4.35,23.9,0,1,Marquette,2024,2412
Jaylen Gonzalez,Utah State,CUSA,PF,6-6,78,193,R-FR,2023,17,54.400000000000006,8.0,7.1,3.1,0.5,19.4,0.497,0.263,0.0,0.84,3.5,13.9,4.0,16.5,2.62,3.32,105.6,100.1,-4.46,-0.12,-4.46,0.74,0.74,0.69,-0.05,-4.35,23.9,0,1,Florida State,2023,2413
Cameron Brown,Oregon,WAC,SG,6-4,76,171,R-FR,2022,25,208.281694908217,20.8281694908217,4.8,2.5,1.4,19.4,0.484,0.304,0.448,0.541,0.3,13.7,11.8,9.9,2.17,2.27,114.8,94.7,-3.03,-0.32,-3.03,0.7,0.7,0.74,0.04,-4.36,23.9,0,1,Providence,2022,2414
Alex Wilson,Saint Mary's,MAC,PG,5-11,71,155,R-FR,2023,36,660.8243645451425,45.89058087119046,9.6,1.5,1.3,15.8,0.57,0.336,0.438,0.837,2.1,6.1,10.4,22.4,2.41,0.63,117.6,96.9,-4.14,-1.37,-4.14,0.76,0.76,0.71,-0.05,-4.36,23.8,0,1,USC,2023,2415
Nick Lewis,Maryland,CAA,C,6-10,82,226,R-JR,2021,19,217.20337217711798,28.579391075936577,7.5,4.2,2.1,24.0,0.471,0.271,0.044,0.577,2.7,20.6,17.3,6.2,2.68,3.92,108.8,100.7,-3.71,-0.4,-3.71,0.77,0.77,0.72,-0.05,-4.36,23.9,0,1,Memphis,2021,2416
Andre Johnson,Air Force,A-10,SF,6-5,77,194,R-JR,2021,26,312.7631130912222,30.073376258771365,16.1,4.9,0.6,22.4,0.438,0.306,0.421,0.704,7.9,19.1,5.2,18.4,2.87,1.86,116.5,109.1,-2.73,-0.43,-2.73,0.86,0.86,0.98,0.12,-4.36,23.8,0,1,Georgetown,2021,2417
Andrej Gonzalez,Wisconsin,WCC,C,6-9,81,188,R-JR,2024,24,313.9700524245997,32.70521379422914,4.0,4.5,0.4,15.6,0.527,0.366,0.0,0.679,6.4,18.8,3.6,12.4,1.64,4.98,105.9,105.4,-1.11,-0.17,-1.11,0.82,0.82,0.74,-0.08,-4.37,23.8,0,1,St. John's,2024,2418
Ben Lewis,Gonzaga,Horizon,G,6-2,74,204,JR,2022,26,83.2,8.0,1.0,2.8,2.6,10.0,0.408,0.297,0.27,0.672,3.2,12.4,21.7,20.2,1.89,2.65,120.2,95.5,-5.44,-0.23,-5.44,0.71,0.71,0.83,0.12,-4.38,23.7,0,1,Cincinnati,2022,2419
Kyle Davis,Indiana,OVC,C,6-11,83,212,R-JR,2020,27,463.3178045837008,42.89979672071304,6.0,5.7,0.4,13.2,0.549,0.393,0.306,0.693,10.1,21.7,3.7,17.9,2.68,2.74,102.2,105.2,-0.24,-0.06,-0.24,0.69,0.69,0.72,0.03,-4.38,23.7,0,1,Xavier,2020,2420
Henry Moore,Belmont,A-10,PG,6-0,72,214,JR,2023,24,110.54946815017792,11.515569598976866,3.5,1.3,4.0,14.4,0.519,0.311,0.59,0.846,4.8,2.6,33.7,18.5,2.28,2.53,116.0,87.3,-2.2,-0.12,-2.2,0.86,0.86,0.71,-0.15,-4.38,23.7,0,1,San Diego State,2023,2421
Kofi Garcia,UCLA,WCC,F,6-8,80,222,R-FR,2024,33,159.12479560968387,12.054908758309384,7.4,5.0,0.4,18.6,0.544,0.256,0.044,0.707,13.7,14.1,3.5,12.4,3.38,2.46,120.6,95.6,0.87,0.07,0.87,0.82,0.82,0.98,0.16,-4.38,23.7,0,1,Cincinnati,2024,2422
Cole Morris,Butler,WCC,PF,6-6,78,215,R-FR,2021,15,168.54058629022683,28.090097715037803,6.3,4.1,1.5,22.3,0.486,0.211,0.252,0.739,4.9,17.9,12.3,8.9,1.99,7.38,102.9,101.5,-3.43,-0.29,-3.43,0.82,0.82,0.93,0.11,-4.38,23.7,0,1,Stanford,2021,2423
Andre Stewart,Georgetown,Ivy,SG,6-5,77,194,R-JR,2024,22,410.47291085642286,46.64464896095714,7.1,1.4,3.1,16.4,0.452,0.285,0.285,0.546,4.6,3.4,25.4,17.3,4.95,0.79,105.9,107.5,-3.9,-0.8,-3.9,0.71,0.71,0.77,0.06,-4.4,23.6,0,1,TCU,2024,2424
Isaiah Rodriguez,Duquesne,SEC,PG,6-3,75,239,R-FR,2024,31,685.6751757239581,55.296385139028885,5.6,2.8,3.6,18.1,0.492,0.378,0.41,0.599,3.8,11.8,30.3,25.7,4.27,3.23,112.6,96.9,-4.68,-1.61,-4.68,0.96,0.96,0.96,0.0,-4.4,23.6,0,1,Eastern Kentucky,2024,2425
